Date,kospi_return,oil_price_change,usd_krw_change,vix_change,materials_sector_return
2022-07-31,0.7477016148225469,-0.8016165074307421,-0.2031374393938029,-1.347454594157314,0.9419220242329519
2022-08-31,-0.012001159669070277,-1.1468587112396933,1.2513702253478862,1.08591938323906,-0.7591655531699344
2022-09-30,-2.4467292512314343,-1.4344029531707747,1.7633886429599568,1.134697592365189,-1.7868455743175033
2022-10-31,0.9818820518442475,1.4015227979487048,-0.23074514372066735,-0.9563608295238237,1.4309595221754
2022-11-30,1.230456156742571,-0.8241678185495813,-2.120062195352258,-1.0768159109445143,1.9214277215119553
2022-12-31,-1.865801708655975,0.10054048503433352,-1.5511806619147694,0.25797118165967897,-1.1188285248187773
2023-01-31,1.3439465503295935,-0.09310657207608268,-0.7465596828163289,-0.5587678154771798,1.4393531985393644
2023-02-28,-0.2515826130814002,-0.17437466537642438,2.1086510497381616,0.33071009463531953,-0.7326838351587035
2023-03-31,0.3118151162478038,-0.10146037236682426,-0.5554780597372667,-0.5166418199369568,-0.3213215120892907
2023-04-30,0.016149466834859832,0.3584254928972812,0.9633679758905487,-0.824925524060833,-0.168671773023672
2023-05-31,0.3776403955513015,-1.4462746374524689,-0.496130775091319,0.692541520422099,-1.3565315668366167
2023-06-30,-0.25049791674094457,0.6800051397523184,0.02749390182765392,-1.2719606093418196,1.7982278427081804
2023-07-31,0.31371343622602954,2.3814368313835383,-1.2201860937069886,-0.0010612523243296293,0.4625102960411197
2023-08-31,-0.678854983258381,0.4671539808727031,1.168849741576717,-0.03909955035693606,-0.7274059416547446
2023-09-30,-0.7982403574666335,1.359890222862989,0.5253045510386267,1.4910727248017572,-0.9882438301745988
2023-10-31,-1.5158807092010416,-1.3676561386301271,-0.04353037348825899,0.1669538851976643,-0.7041920864475772
2023-11-30,1.854001177622143,-0.7302236302780591,-1.4033502619879445,-1.5064789458601728,1.3291918533167693
2023-12-31,0.6829732632444423,-0.6495753287085533,-0.29828592492046807,-0.2046855361906387,0.6539125545032561
2024-01-31,-1.2247093806204044,0.9788053199136503,1.1191348471382359,0.773990616650883,-0.8318191593551268
2024-02-29,0.8765512928985766,0.5998669110764676,0.10734334509880598,-0.3591313605396713,1.0042070455087975
2024-03-31,0.5425862920108311,1.0369807459940064,0.3281555520409553,-0.167020744730454,0.9972578696992471
2024-04-30,-0.5161295963437921,-0.05909438269937459,0.5143777460302554,1.0345226264609302,-0.9541784593091321
2024-05-31,-0.5297476532024418,-0.6997576933890283,-0.026716245414779485,-0.9196459882260349,0.43301266417636886
2024-06-30,0.930147122048549,0.9855863603323346,0.20340743041439338,-0.20869375753630354,-0.6844915162303812
2024-07-31,-0.3346284194937969,-0.4770466907286612,-0.12460786182833364,1.615508532969768,0.6210103167196117
2024-08-31,-0.7823325970206356,-0.638588346414253,-1.1676837189675107,-0.44679035685427376,0.26539909482248797
2024-09-30,-0.7023453426184775,-0.881176668417327,-0.5896524803543134,0.580950572656169,0.32914946762874775
2024-10-31,-0.4170207929604399,0.3770658653274773,1.5697631099834493,1.9740003016204921,-0.6922486186488469
2024-11-30,-0.8613802588800584,-0.10543875477578264,0.2783112733570781,-2.1740130509938074,0.11814440574322502
2024-12-31,-0.5715416296141524,0.9235794630426719,1.57801677194749,1.4556029411630476,-2.0445970411082857
2025-01-31,0.7150806036787641,0.3107834990616602,-0.5848666568183609,-0.29089835172431017,0.8309938024877825
2025-02-28,-0.052352222021522295,-0.38773668901759056,0.12545718474321402,0.9922909965249548,-0.15056508472726451
2025-03-31,-0.5255624961041528,0.4994003414564803,0.3639278790540688,0.682781874661027,-0.6159858512181449
2025-04-30,0.38135621052144664,-2.4691889925612984,-0.8447517595113868,0.5461732528835269,-0.5737102766625589
2025-05-31,0.8229956932231712,0.7770066711215652,-1.346920408683045,-1.3014948720244222,0.3709545567633907
2025-06-30,2.2083426443378773,1.2496954252044654,-0.442475484479694,-0.6437472271077717,0.26385196837250413
